order_id,customer_id,order_date,payment_method,order_status
5628,332,2026-03-12,Debit Card,Cancelled
5629,587,2026-03-16,Debit Card,Delivered
5630,139,2024-12-15,Net Banking,Delivered
5631,284,2025-09-29,Credit Card,Shipped
5632,256,2024-07-20,Credit Card,Cancelled
5633,849,2024-09-14,Credit Card,Pending
5634,502,2025-10-15,Credit Card,Cancelled
5635,643,2025-04-10,Net Banking,Pending
5636,463,2024-07-14,UPI,Delivered
5637,413,2024-12-11,Cash,Cancelled
5638,712,2026-02-23,Debit Card,Pending
5639,974,2026-03-27,Net Banking,Cancelled
5640,596,2025-02-15,UPI,Delivered
5641,749,2025-06-06,Net Banking,Cancelled
5642,871,2026-03-30,UPI,Pending
5643,224,2024-08-15,Net Banking,Shipped
5644,507,2024-09-23,Debit Card,Cancelled
5645,849,2025-07-08,Debit Card,Cancelled
5646,561,2024-12-20,Cash,Shipped
5647,580,2026-02-23,Net Banking,Cancelled
5648,916,2025-04-23,UPI,Delivered
5649,102,2025-10-09,Net Banking,Delivered
5650,128,2025-12-21,Credit Card,Pending
5651,468,2026-02-07,UPI,Pending
5652,208,2025-06-06,Credit Card,Cancelled
5653,163,2024-09-11,Debit Card,Delivered
5654,671,2025-11-27,Debit Card,Cancelled
5655,85,2025-08-03,Debit Card,Shipped
5656,54,2024-06-07,Net Banking,Cancelled
5657,744,2025-08-31,Credit Card,Pending
5658,672,2024-09-15,UPI,Delivered
5659,2,2026-04-24,Credit Card,Pending
5660,80,2025-11-11,Credit Card,Shipped
5661,532,2024-09-12,Net Banking,Delivered
5662,9,2026-03-07,Debit Card,Delivered
5663,881,2024-11-01,Net Banking,Shipped
5664,490,2026-04-09,UPI,Shipped
5665,393,2026-02-19,UPI,Delivered
5666,106,2025-09-24,Debit Card,Cancelled
5667,903,2025-05-15,Debit Card,Shipped
5668,392,2025-10-28,Credit Card,Shipped
5669,71,2026-04-16,Cash,Delivered
5670,625,2024-06-28,Credit Card,Pending
5671,360,2025-02-14,Credit Card,Shipped
5672,942,2025-10-16,Net Banking,Pending
5673,881,2025-04-09,Credit Card,Delivered
5674,919,2025-02-18,UPI,Shipped
5675,771,2024-10-06,UPI,Pending
5676,360,2024-11-17,Net Banking,Cancelled
5677,811,2025-04-30,Credit Card,Shipped
5678,284,2025-04-14,UPI,Shipped
5679,567,2025-08-24,Cash,Cancelled
5680,798,2024-05-31,UPI,Cancelled
5681,211,2026-04-21,Cash,Shipped
5682,766,2026-05-13,Net Banking,Cancelled
5683,662,2024-05-28,UPI,Shipped
5684,507,2025-10-11,Net Banking,Delivered
5685,247,2025-10-04,Net Banking,Delivered
5686,541,2024-05-15,UPI,Cancelled
5687,957,2025-09-30,Debit Card,Shipped
5688,397,2025-02-07,Cash,Pending
5689,375,2024-10-09,Cash,Shipped
5690,782,2024-11-16,Net Banking,Delivered
5691,18,2025-02-23,Cash,Delivered
5692,15,2026-01-13,Debit Card,Shipped
5693,41,2025-09-10,UPI,Pending
5694,519,2024-11-11,Debit Card,Pending
5695,434,2024-11-18,Net Banking,Delivered
5696,656,2024-10-14,Cash,Shipped
5697,285,2024-11-07,UPI,Cancelled
5698,81,2024-07-23,Cash,Shipped
5699,998,2025-06-29,Credit Card,Cancelled
5700,401,2026-02-17,Cash,Delivered
5701,318,2025-09-21,Net Banking,Shipped
5702,60,2025-06-11,Credit Card,Delivered
5703,947,2024-09-13,Net Banking,Delivered
5704,465,2025-08-18,Cash,Delivered
5705,317,2024-11-13,Credit Card,Delivered
5706,13,2024-12-11,Credit Card,Delivered
5707,168,2024-11-21,Net Banking,Cancelled
5708,536,2024-11-19,Cash,Cancelled
5709,171,2025-06-01,Debit Card,Shipped
5710,768,2024-09-13,Debit Card,Delivered
5711,790,2024-09-11,UPI,Cancelled
5712,827,2025-11-29,Net Banking,Cancelled
5713,537,2025-09-05,UPI,Cancelled
5714,730,2025-01-04,Cash,Delivered
5715,509,2026-01-06,Net Banking,Cancelled
5716,57,2024-09-21,Net Banking,Shipped
5717,377,2026-01-17,Credit Card,Cancelled
5718,792,2025-08-17,UPI,Delivered
5719,234,2024-06-26,Cash,Delivered
5720,46,2025-04-28,UPI,Shipped
5721,48,2024-07-22,Net Banking,Cancelled
5722,393,2024-11-15,Credit Card,Shipped
5723,954,2024-09-03,UPI,Pending
5724,230,2024-09-10,Debit Card,Shipped
5725,427,2025-04-25,Debit Card,Cancelled
5726,846,2025-07-17,UPI,Cancelled
5727,123,2026-04-12,Cash,Delivered
5728,184,2026-01-13,Credit Card,Delivered
5729,977,2025-11-09,Net Banking,Delivered
5730,899,2025-05-14,Net Banking,Cancelled
5731,793,2025-08-12,Debit Card,Cancelled
5732,89,2026-01-20,Cash,Pending
5733,9,2026-02-13,Debit Card,Shipped
5734,299,2026-03-03,Cash,Cancelled
5735,758,2025-08-11,Cash,Shipped
5736,476,2025-04-10,Debit Card,Pending
5737,792,2025-12-10,Credit Card,Shipped
5738,155,2024-11-23,UPI,Pending
5739,25,2024-05-27,Credit Card,Cancelled
5740,652,2025-08-14,UPI,Cancelled
5741,2,2026-05-02,Net Banking,Cancelled
5742,107,2026-05-14,Credit Card,Shipped
5743,430,2026-01-21,Net Banking,Delivered
5744,996,2025-04-01,Credit Card,Cancelled
5745,96,2025-05-05,UPI,Shipped
5746,919,2024-11-03,Cash,Pending
5747,718,2026-03-16,Debit Card,Pending
5748,998,2026-02-25,UPI,Delivered
5749,518,2025-01-18,Credit Card,Pending
5750,77,2024-11-21,Cash,Delivered
5751,446,2025-02-23,Credit Card,Shipped
5752,299,2025-02-11,Debit Card,Cancelled
5753,949,2025-12-23,Net Banking,Cancelled
5754,326,2026-05-03,Net Banking,Cancelled
5755,240,2024-08-03,UPI,Shipped
5756,140,2026-02-24,Cash,Delivered
5757,160,2026-05-09,UPI,Shipped
5758,461,2024-12-14,Net Banking,Cancelled
5759,417,2025-10-14,UPI,Cancelled
5760,988,2024-07-17,Credit Card,Pending
5761,316,2024-09-19,Net Banking,Cancelled
5762,873,2024-12-13,UPI,Delivered
5763,162,2024-06-14,Debit Card,Delivered
5764,221,2026-02-26,Debit Card,Shipped
5765,94,2026-02-26,Credit Card,Cancelled
5766,406,2025-01-23,Cash,Delivered
5767,694,2025-03-09,Debit Card,Cancelled
5768,840,2024-12-04,Credit Card,Delivered
5769,975,2025-10-14,Net Banking,Pending
5770,570,2025-08-16,Cash,Shipped
5771,97,2024-09-16,Net Banking,Delivered
5772,824,2026-01-19,Credit Card,Delivered
5773,13,2024-07-17,UPI,Shipped
5774,134,2024-05-25,Credit Card,Pending
5775,382,2025-02-19,UPI,Cancelled
5776,940,2026-05-06,UPI,Delivered
5777,67,2025-04-18,Credit Card,Pending
5778,829,2024-08-02,Credit Card,Delivered
5779,927,2025-03-25,Debit Card,Delivered
5780,44,2024-09-02,Net Banking,Delivered
5781,173,2025-09-19,Cash,Pending
5782,842,2024-07-03,Net Banking,Pending
5783,31,2026-03-20,Net Banking,Pending
5784,177,2025-09-08,Debit Card,Shipped
5785,931,2024-06-24,Credit Card,Cancelled
5786,287,2025-03-07,Net Banking,Shipped
5787,36,2024-08-30,Cash,Shipped
5788,663,2025-10-31,Debit Card,Pending
5789,422,2025-11-23,Cash,Pending
5790,63,2024-11-16,UPI,Cancelled
5791,393,2026-02-24,Credit Card,Pending
5792,205,2024-08-06,Cash,Shipped
5793,646,2025-12-06,Cash,Delivered
5794,392,2025-07-06,Debit Card,Pending
5795,558,2026-01-25,Net Banking,Cancelled
5796,935,2024-09-03,Cash,Cancelled
5797,398,2026-03-11,Debit Card,Shipped
5798,27,2025-12-14,Debit Card,Shipped
5799,31,2025-07-27,Debit Card,Delivered
5800,829,2025-01-08,Net Banking,Cancelled
5801,786,2026-05-07,Cash,Shipped
5802,998,2024-11-23,Credit Card,Delivered
5803,254,2026-03-14,Credit Card,Cancelled
5804,547,2025-03-12,UPI,Shipped
5805,590,2024-12-30,Net Banking,Cancelled
5806,958,2024-12-29,Credit Card,Shipped
5807,243,2024-11-08,Cash,Cancelled
5808,826,2026-03-26,Debit Card,Delivered
5809,721,2025-01-21,Debit Card,Shipped
5810,577,2024-05-16,Credit Card,Pending
5811,556,2025-09-09,Debit Card,Shipped
5812,503,2025-08-11,UPI,Delivered
5813,58,2024-11-15,Credit Card,Shipped
5814,21,2024-10-01,Cash,Pending
5815,1,2024-06-26,Debit Card,Shipped
5816,826,2026-03-10,Credit Card,Cancelled
5817,735,2024-06-22,Credit Card,Cancelled
5818,61,2024-07-16,UPI,Shipped
5819,601,2025-01-01,Credit Card,Delivered
5820,867,2026-01-17,Cash,Cancelled
5821,984,2025-12-01,UPI,Cancelled
5822,722,2025-05-23,Net Banking,Delivered
5823,345,2024-09-13,Debit Card,Cancelled
5824,140,2024-10-21,Credit Card,Pending
5825,811,2025-01-29,Net Banking,Cancelled
5826,179,2024-08-07,Cash,Cancelled
5827,229,2024-12-12,Cash,Shipped
5828,388,2025-11-28,Debit Card,Cancelled
5829,131,2025-01-27,Credit Card,Delivered
5830,972,2025-04-08,Cash,Pending
5831,872,2025-07-03,Cash,Delivered
5832,187,2026-03-25,Cash,Cancelled
5833,944,2026-05-15,Cash,Shipped
5834,655,2026-04-11,Cash,Delivered
5835,960,2024-08-23,Net Banking,Shipped
5836,340,2025-07-28,UPI,Shipped
5837,356,2024-10-03,Debit Card,Shipped
5838,652,2025-03-17,UPI,Cancelled
5839,458,2024-07-28,UPI,Cancelled
5840,215,2024-10-27,Credit Card,Delivered
5841,359,2025-07-05,Debit Card,Delivered
5842,738,2025-04-09,UPI,Delivered
5843,396,2026-01-18,Net Banking,Pending
5844,993,2025-10-30,Credit Card,Pending
5845,505,2024-06-02,Net Banking,Cancelled
5846,560,2024-07-21,Net Banking,Delivered
5847,849,2025-05-24,Net Banking,Shipped
5848,167,2026-03-08,Net Banking,Delivered
5849,819,2025-12-26,UPI,Cancelled
5850,21,2025-03-01,Debit Card,Cancelled
5851,975,2025-11-04,UPI,Delivered
5852,351,2025-05-24,Credit Card,Pending
5853,165,2025-09-22,UPI,Delivered
5854,347,2025-11-22,Cash,Pending
5855,722,2024-09-17,UPI,Pending
5856,966,2024-11-24,Credit Card,Pending
5857,161,2025-10-23,UPI,Delivered
5858,340,2024-07-03,Credit Card,Shipped
5859,420,2025-04-10,Cash,Cancelled
5860,677,2026-02-22,Debit Card,Cancelled
5861,244,2026-03-10,UPI,Delivered
5862,403,2024-11-25,Cash,Pending
5863,158,2024-12-23,UPI,Cancelled
5864,4,2025-03-09,Net Banking,Delivered
5865,302,2025-04-25,Cash,Pending
5866,205,2024-08-04,UPI,Delivered
5867,212,2025-09-09,Credit Card,Cancelled
5868,84,2024-07-28,Net Banking,Delivered
5869,316,2025-10-03,Net Banking,Pending
5870,501,2025-03-19,Debit Card,Delivered
5871,658,2024-09-23,Cash,Pending
5872,190,2024-10-01,Debit Card,Pending
5873,379,2025-06-01,Credit Card,Pending
5874,46,2025-06-13,Debit Card,Pending
5875,477,2024-12-12,Debit Card,Shipped
5876,858,2024-09-25,Debit Card,Delivered
5877,155,2024-08-30,UPI,Delivered
5878,685,2024-11-02,Debit Card,Pending
5879,995,2024-05-21,Cash,Shipped
5880,567,2026-03-31,UPI,Pending
5881,839,2026-04-25,Cash,Pending
5882,989,2026-03-15,Cash,Pending
5883,587,2025-09-10,Credit Card,Pending
5884,307,2025-02-16,UPI,Pending
5885,925,2025-10-31,UPI,Shipped
5886,124,2025-11-25,Net Banking,Shipped
5887,972,2025-08-02,Credit Card,Shipped
5888,828,2025-10-24,Credit Card,Shipped
5889,44,2026-01-15,Net Banking,Delivered
5890,700,2025-01-31,Net Banking,Shipped
5891,843,2026-03-03,Credit Card,Cancelled
5892,328,2024-10-31,UPI,Delivered
5893,398,2026-02-18,Cash,Pending
5894,566,2025-07-20,Debit Card,Cancelled
5895,533,2024-05-27,Net Banking,Delivered
5896,806,2024-08-09,Cash,Pending
5897,116,2024-12-09,Net Banking,Shipped
5898,152,2026-02-22,Cash,Delivered
5899,948,2025-03-17,UPI,Delivered
5900,805,2026-03-02,Debit Card,Cancelled
5901,899,2024-07-20,Net Banking,Cancelled
5902,393,2025-05-18,Net Banking,Pending
5903,39,2026-01-03,Credit Card,Cancelled
5904,413,2026-05-05,Credit Card,Pending
5905,40,2025-07-07,Net Banking,Cancelled
5906,708,2024-07-17,Credit Card,Delivered
5907,764,2025-01-07,Net Banking,Cancelled
5908,919,2024-10-08,Debit Card,Delivered
5909,346,2026-01-09,Debit Card,Cancelled
5910,288,2024-05-20,Net Banking,Delivered
5911,996,2024-10-30,Credit Card,Shipped
5912,308,2024-07-06,Net Banking,Cancelled
5913,276,2025-05-26,Net Banking,Delivered
5914,193,2025-01-19,Net Banking,Shipped
5915,936,2025-03-16,Net Banking,Pending
5916,778,2025-10-24,Cash,Cancelled
5917,841,2025-02-14,UPI,Shipped
5918,68,2024-09-13,Debit Card,Pending
5919,139,2025-10-09,Cash,Delivered
5920,178,2025-11-12,Credit Card,Shipped
5921,858,2025-06-13,UPI,Shipped
5922,34,2026-03-13,Net Banking,Delivered
5923,941,2025-04-08,Debit Card,Shipped
5924,281,2025-09-29,Debit Card,Pending
5925,518,2025-01-09,Net Banking,Delivered
5926,698,2026-03-17,UPI,Shipped
5927,382,2025-11-18,Net Banking,Pending
5928,182,2024-10-30,Net Banking,Cancelled
5929,353,2024-12-26,Credit Card,Cancelled
5930,767,2025-08-18,UPI,Cancelled
5931,29,2025-06-03,Net Banking,Delivered
5932,167,2025-09-16,Cash,Shipped
5933,878,2026-05-05,Credit Card,Shipped
5934,694,2024-09-02,Credit Card,Cancelled
5935,668,2024-08-09,Net Banking,Delivered
5936,886,2025-03-08,UPI,Pending
5937,934,2024-09-06,Credit Card,Shipped
5938,616,2026-02-04,UPI,Shipped
5939,259,2024-05-26,Cash,Cancelled
5940,730,2026-03-20,Debit Card,Pending
5941,917,2026-04-20,Net Banking,Cancelled
5942,471,2025-07-30,Debit Card,Shipped
5943,478,2025-10-13,Debit Card,Pending
5944,599,2026-03-27,UPI,Delivered
5945,524,2024-05-26,Debit Card,Cancelled
5946,306,2024-10-02,UPI,Pending
5947,66,2025-07-04,Debit Card,Cancelled
5948,656,2024-09-19,Debit Card,Cancelled
5949,268,2024-10-31,Debit Card,Shipped
5950,154,2025-08-23,Cash,Shipped
5951,922,2024-12-20,UPI,Pending
5952,677,2025-09-03,Debit Card,Shipped
5953,739,2024-06-26,UPI,Pending
5954,303,2025-04-29,Debit Card,Pending
5955,415,2026-04-09,Net Banking,Delivered
5956,598,2026-02-25,Cash,Shipped
5957,352,2025-09-09,Credit Card,Pending
5958,929,2024-10-30,Debit Card,Cancelled
5959,866,2024-08-19,Credit Card,Shipped
5960,301,2026-02-01,UPI,Pending
5961,132,2025-09-12,Debit Card,Shipped
5962,970,2025-05-03,Debit Card,Delivered
5963,228,2026-01-28,Debit Card,Shipped
5964,763,2025-04-23,Debit Card,Pending
5965,808,2025-08-17,Debit Card,Cancelled
5966,267,2024-07-09,Cash,Cancelled
5967,475,2025-08-03,UPI,Pending
5968,55,2025-10-10,Cash,Delivered
5969,484,2025-12-19,Credit Card,Delivered
5970,889,2025-07-11,Net Banking,Cancelled
5971,424,2025-06-14,UPI,Shipped
5972,141,2026-02-16,Credit Card,Cancelled
5973,420,2025-03-04,Cash,Pending
5974,147,2026-04-05,Debit Card,Shipped
5975,798,2026-05-09,UPI,Pending
5976,341,2025-03-07,Credit Card,Cancelled
5977,650,2024-06-13,UPI,Delivered
5978,463,2026-01-27,Debit Card,Shipped
5979,780,2024-11-07,Credit Card,Shipped
5980,502,2024-08-17,UPI,Shipped
5981,630,2025-03-01,Net Banking,Pending
5982,414,2026-01-25,Net Banking,Pending
5983,393,2025-05-14,UPI,Delivered
5984,547,2025-02-20,Credit Card,Cancelled
5985,973,2026-05-12,UPI,Cancelled
5986,776,2025-07-20,Cash,Shipped
5987,19,2025-09-02,UPI,Shipped
5988,232,2025-10-08,Debit Card,Cancelled
5989,133,2024-07-19,UPI,Pending
5990,516,2024-11-09,Cash,Cancelled
5991,172,2025-08-16,UPI,Delivered
5992,306,2024-10-07,Debit Card,Pending
5993,746,2024-05-15,Cash,Cancelled
5994,445,2025-05-04,Credit Card,Cancelled
5995,924,2025-08-26,Net Banking,Cancelled
5996,769,2025-03-06,Credit Card,Shipped
5997,971,2024-09-15,Net Banking,Delivered
5998,234,2025-04-04,Credit Card,Shipped
5999,217,2025-03-30,UPI,Shipped
6000,127,2024-05-21,Debit Card,Delivered
6001,385,2024-12-08,Debit Card,Delivered
6002,609,2025-07-07,UPI,Delivered
6003,670,2025-09-09,UPI,Delivered
6004,707,2026-03-18,UPI,Pending
6005,455,2025-09-06,Net Banking,Delivered
6006,561,2024-08-03,Debit Card,Pending
6007,719,2024-05-24,Credit Card,Shipped
6008,712,2025-09-19,UPI,Cancelled
6009,431,2025-08-17,UPI,Cancelled
6010,638,2025-01-01,Cash,Shipped
6011,429,2025-12-05,UPI,Delivered
6012,290,2025-03-25,UPI,Delivered
6013,510,2026-03-07,Credit Card,Shipped
6014,797,2025-09-02,Debit Card,Shipped
6015,367,2024-12-28,Net Banking,Cancelled
6016,165,2024-09-12,UPI,Pending
6017,933,2025-10-03,Credit Card,Pending
6018,339,2025-08-14,Credit Card,Delivered
6019,14,2026-03-24,UPI,Delivered
6020,856,2025-10-26,Cash,Pending
6021,153,2024-08-18,UPI,Delivered
6022,741,2025-07-26,UPI,Cancelled
6023,660,2024-08-25,Credit Card,Pending
6024,304,2025-08-06,Debit Card,Pending
6025,52,2026-01-17,UPI,Shipped
6026,896,2026-01-29,UPI,Cancelled
6027,369,2024-06-28,Debit Card,Pending
6028,757,2025-06-25,UPI,Delivered
6029,872,2026-04-20,UPI,Delivered
6030,873,2025-07-09,Credit Card,Shipped
6031,337,2025-04-30,Debit Card,Pending
6032,979,2025-07-12,Cash,Cancelled
6033,900,2024-12-16,UPI,Cancelled
6034,835,2025-07-25,Debit Card,Shipped
6035,117,2025-03-27,Net Banking,Pending
6036,986,2025-04-11,Net Banking,Cancelled
6037,856,2025-07-22,Net Banking,Pending
6038,820,2024-07-17,Net Banking,Shipped
6039,116,2025-09-28,Credit Card,Delivered
6040,966,2026-03-12,Credit Card,Delivered
6041,427,2026-01-20,Cash,Pending
6042,822,2025-09-03,Cash,Pending
6043,186,2024-09-18,Cash,Pending
6044,798,2024-11-03,Debit Card,Delivered
6045,884,2025-01-22,Credit Card,Pending
6046,943,2024-10-08,Net Banking,Delivered
6047,909,2025-01-10,Net Banking,Pending
6048,48,2024-05-26,UPI,Cancelled
6049,671,2024-06-27,Debit Card,Delivered
6050,722,2024-07-01,Cash,Shipped
6051,979,2026-04-11,Debit Card,Delivered
6052,444,2025-03-23,Credit Card,Pending
6053,355,2025-08-21,Net Banking,Shipped
6054,860,2024-10-01,Cash,Delivered
6055,12,2024-06-23,Credit Card,Pending
6056,873,2025-01-12,Net Banking,Shipped
6057,77,2025-02-12,Net Banking,Cancelled
6058,247,2024-08-29,Debit Card,Cancelled
6059,52,2025-02-28,Cash,Shipped
6060,564,2024-06-25,Net Banking,Pending
6061,837,2025-04-16,Credit Card,Delivered
6062,471,2025-01-23,Net Banking,Pending
6063,91,2025-01-17,Net Banking,Pending
6064,324,2024-12-27,UPI,Pending
6065,764,2025-11-24,UPI,Delivered
6066,414,2026-04-08,Net Banking,Delivered
6067,571,2024-06-14,Cash,Delivered
6068,846,2025-06-04,UPI,Cancelled
6069,912,2024-12-19,Cash,Shipped
6070,671,2026-03-05,Net Banking,Cancelled
6071,373,2025-12-05,UPI,Shipped
6072,865,2025-12-16,Net Banking,Cancelled
6073,574,2026-04-01,Cash,Pending
6074,734,2024-10-23,Debit Card,Pending
6075,117,2025-01-17,UPI,Shipped
6076,3,2024-10-01,Debit Card,Cancelled
6077,850,2025-03-09,Debit Card,Cancelled
6078,719,2026-05-03,UPI,Delivered
6079,919,2025-02-07,Credit Card,Pending
6080,144,2025-11-29,Net Banking,Delivered
6081,261,2025-10-09,Cash,Shipped
6082,193,2025-10-12,UPI,Pending
6083,221,2024-11-04,Net Banking,Shipped
6084,734,2025-10-05,Debit Card,Delivered
6085,776,2025-01-11,Net Banking,Delivered
6086,949,2025-08-07,Cash,Delivered
6087,791,2025-05-05,Net Banking,Pending
6088,675,2025-07-14,Cash,Shipped
6089,987,2024-08-03,Net Banking,Delivered
6090,544,2025-07-30,UPI,Pending
6091,859,2026-01-10,Cash,Pending
6092,947,2025-09-13,Cash,Shipped
6093,709,2024-05-23,Cash,Shipped
6094,749,2025-06-15,Credit Card,Delivered
6095,397,2025-05-13,Cash,Cancelled
6096,517,2025-12-07,Net Banking,Pending
6097,624,2024-07-31,Credit Card,Cancelled
6098,408,2025-11-18,Debit Card,Cancelled
6099,464,2024-08-11,Credit Card,Shipped
6100,423,2024-10-12,Cash,Cancelled
6101,864,2024-12-26,Cash,Cancelled
6102,729,2025-05-17,Cash,Shipped
6103,206,2025-12-10,Credit Card,Cancelled
6104,704,2026-04-02,Debit Card,Shipped
6105,728,2025-02-15,Credit Card,Cancelled
6106,728,2024-07-06,UPI,Cancelled
6107,576,2024-05-28,Net Banking,Pending
6108,691,2025-11-07,Cash,Cancelled
6109,899,2025-10-17,Net Banking,Delivered
6110,536,2024-11-06,UPI,Delivered
6111,391,2024-09-18,Credit Card,Delivered
6112,687,2025-10-14,UPI,Shipped
6113,274,2024-09-17,Credit Card,Cancelled
6114,700,2025-04-02,Debit Card,Shipped
6115,860,2025-12-05,UPI,Cancelled
6116,209,2025-09-03,Cash,Delivered
6117,368,2025-08-16,Net Banking,Delivered
6118,631,2025-10-19,Cash,Shipped
6119,761,2025-02-25,Cash,Pending
6120,244,2025-09-14,Cash,Cancelled
6121,710,2025-08-11,UPI,Pending
6122,397,2025-07-17,Net Banking,Cancelled
6123,990,2025-07-06,Cash,Delivered
6124,14,2024-09-09,Debit Card,Shipped
6125,636,2026-01-26,Net Banking,Shipped
6126,934,2025-02-23,Debit Card,Shipped
6127,795,2026-01-24,Credit Card,Cancelled
6128,460,2024-11-09,Credit Card,Delivered
6129,192,2025-09-21,Credit Card,Delivered
6130,387,2025-01-04,UPI,Pending
6131,286,2025-03-08,Cash,Cancelled
6132,134,2025-07-17,Credit Card,Cancelled
6133,6,2025-02-01,Debit Card,Pending
6134,727,2025-02-15,Credit Card,Delivered
6135,158,2025-07-19,Debit Card,Delivered
6136,793,2024-11-30,Cash,Cancelled
6137,503,2024-10-23,Cash,Cancelled
6138,75,2024-08-28,Debit Card,Shipped
6139,980,2025-09-22,Credit Card,Delivered
6140,806,2025-10-30,Cash,Shipped
6141,426,2025-02-21,Cash,Pending
6142,95,2025-08-03,Debit Card,Shipped
6143,905,2025-03-07,Credit Card,Cancelled
6144,340,2024-07-09,Debit Card,Cancelled
6145,224,2024-09-30,Cash,Pending
6146,575,2026-04-10,UPI,Delivered
6147,685,2024-09-15,Debit Card,Pending
6148,247,2024-07-19,Cash,Shipped
6149,982,2024-10-02,UPI,Cancelled
6150,391,2026-05-13,UPI,Pending
6151,263,2025-09-16,Cash,Cancelled
6152,26,2025-04-11,Cash,Cancelled
6153,527,2025-11-13,Cash,Pending
6154,499,2026-02-15,UPI,Cancelled
6155,920,2024-08-31,Credit Card,Cancelled
6156,527,2026-03-10,UPI,Delivered
6157,172,2024-11-03,Cash,Delivered
6158,642,2026-04-27,UPI,Shipped
6159,687,2024-09-30,Credit Card,Pending
6160,856,2025-11-04,UPI,Shipped
6161,551,2025-06-11,Net Banking,Delivered
6162,765,2025-03-04,Credit Card,Delivered
6163,471,2025-09-08,Debit Card,Delivered
6164,90,2025-07-15,UPI,Delivered
6165,183,2025-02-22,Debit Card,Delivered
6166,589,2025-12-27,Credit Card,Cancelled
6167,418,2024-08-23,Net Banking,Pending
6168,646,2025-06-04,Net Banking,Pending
6169,324,2024-10-17,UPI,Pending
6170,690,2025-07-27,UPI,Delivered
6171,657,2024-12-28,Cash,Delivered
6172,775,2024-09-29,Cash,Delivered
6173,718,2026-02-11,UPI,Cancelled
6174,951,2025-12-07,Cash,Delivered
6175,297,2025-12-18,Debit Card,Delivered
6176,289,2024-07-07,Net Banking,Pending
6177,405,2026-01-30,UPI,Pending
6178,161,2025-08-30,Cash,Shipped
6179,140,2025-11-18,Net Banking,Cancelled
6180,984,2025-02-09,Credit Card,Cancelled
6181,694,2025-11-11,Debit Card,Delivered
6182,567,2024-11-07,Cash,Shipped
6183,127,2026-03-08,UPI,Delivered
6184,587,2026-03-03,Cash,Pending
6185,551,2025-05-22,Cash,Delivered
6186,313,2024-11-30,Credit Card,Cancelled
6187,217,2025-07-06,Net Banking,Shipped
6188,165,2025-12-19,Credit Card,Shipped
6189,632,2024-08-24,Debit Card,Shipped
6190,118,2026-05-03,Credit Card,Delivered
6191,872,2024-09-28,Cash,Pending
6192,661,2025-11-28,Cash,Delivered
6193,298,2025-11-23,UPI,Cancelled
6194,101,2025-04-01,Credit Card,Pending
6195,975,2024-05-28,Debit Card,Cancelled
6196,132,2025-11-20,Credit Card,Delivered
6197,292,2026-04-29,Cash,Delivered
6198,922,2026-01-02,Credit Card,Cancelled
6199,498,2024-10-11,Net Banking,Cancelled
6200,632,2024-06-10,Debit Card,Shipped
6201,580,2024-12-27,Cash,Cancelled
6202,828,2025-01-20,Debit Card,Pending
6203,173,2026-01-12,UPI,Cancelled
6204,253,2025-01-20,Credit Card,Pending
6205,284,2024-08-25,Debit Card,Shipped
6206,696,2024-11-19,Debit Card,Pending
6207,474,2024-08-23,Net Banking,Cancelled
6208,794,2026-04-18,Debit Card,Pending
6209,565,2025-10-16,UPI,Shipped
6210,662,2024-09-19,Cash,Delivered
6211,862,2025-04-26,Debit Card,Shipped
6212,913,2025-07-21,Cash,Shipped
6213,270,2025-04-15,UPI,Delivered
6214,914,2024-05-30,UPI,Delivered
6215,833,2025-12-28,Cash,Pending
6216,788,2025-03-02,Cash,Shipped
6217,929,2024-10-16,UPI,Cancelled
6218,557,2024-06-01,Cash,Pending
6219,670,2024-08-17,Credit Card,Cancelled
6220,402,2025-07-01,Credit Card,Cancelled
6221,138,2025-03-03,Net Banking,Delivered
6222,407,2024-11-08,Debit Card,Delivered
6223,679,2026-03-22,Credit Card,Shipped
6224,776,2025-07-04,Cash,Shipped
6225,457,2025-05-07,Credit Card,Shipped
6226,580,2024-07-27,Cash,Shipped
6227,754,2024-07-29,Net Banking,Cancelled
6228,42,2025-08-18,Credit Card,Pending
6229,238,2025-10-12,UPI,Cancelled
6230,379,2025-07-09,Credit Card,Delivered
6231,685,2026-04-07,Credit Card,Cancelled
6232,398,2025-09-17,Net Banking,Pending
6233,903,2024-08-02,UPI,Delivered
6234,665,2025-11-24,Debit Card,Delivered
6235,721,2025-12-12,Cash,Cancelled
6236,855,2025-08-15,Debit Card,Shipped
6237,386,2025-12-26,Net Banking,Cancelled
6238,602,2025-08-04,UPI,Cancelled
6239,386,2025-10-24,Credit Card,Pending
6240,362,2025-12-15,Debit Card,Pending
6241,812,2024-07-05,Net Banking,Delivered
6242,514,2024-10-19,Credit Card,Pending
6243,170,2024-07-04,Credit Card,Delivered
6244,527,2024-10-19,Debit Card,Shipped
6245,154,2024-10-24,Credit Card,Shipped
6246,371,2025-01-27,Cash,Delivered
6247,677,2024-09-07,Credit Card,Pending
6248,831,2025-07-19,Debit Card,Delivered
6249,494,2024-11-29,Net Banking,Pending
6250,216,2024-06-28,Cash,Shipped
6251,663,2025-11-03,Net Banking,Delivered
6252,250,2025-03-07,UPI,Shipped
6253,588,2024-10-28,Cash,Shipped
6254,138,2025-04-29,Cash,Delivered
6255,913,2024-09-14,Cash,Shipped
6256,58,2025-05-02,Credit Card,Cancelled
