order_item_id,order_id,product_id,quantity,sales_amount
1151,5003,196,4,112608
1152,6969,195,5,139480
1153,5593,116,2,191384
1154,5002,114,1,14154
1155,6912,108,4,303784
1156,5560,102,5,385055
1157,5514,187,4,127788
1158,5720,117,2,173646
1159,6199,157,5,64065
1160,5577,176,1,86097
1161,5331,132,5,375885
1162,6154,140,1,21706
1163,5616,178,1,40893
1164,5810,124,1,9968
1165,6701,137,2,122886
1166,6485,185,5,188330
1167,5573,140,4,86824
1168,5432,110,5,493045
1169,6034,127,3,177459
1170,6811,158,3,296919
1171,6301,175,3,252849
1172,6542,115,4,279748
1173,5560,165,2,179294
1174,6357,192,3,263610
1175,5700,114,2,28308
1176,5942,170,5,388095
1177,5673,176,1,86097
1178,6872,164,2,38898
1179,6324,197,1,31539
1180,6247,176,4,344388
1181,5009,154,1,83345
1182,6378,185,2,75332
1183,5847,146,5,240245
1184,6834,153,4,329524
1185,6562,161,4,146880
1186,6103,123,1,71912
1187,6613,149,1,2061
1188,6104,187,1,31947
1189,6828,188,4,363492
1190,6377,121,1,89389
1191,5723,185,4,150664
1192,6695,175,5,421415
1193,5734,125,4,123268
1194,5363,113,1,66836
1195,5256,159,4,109272
1196,5759,177,2,38640
1197,5911,161,1,36720
1198,5454,115,1,69937
1199,6554,145,3,96273
1200,6394,118,3,187611
1201,5393,146,1,48049
1202,6672,161,5,183600
1203,6281,130,3,150393
1204,6656,155,2,82984
1205,5480,143,4,243512
1206,6982,104,3,193449
1207,5076,111,3,154812
1208,6010,117,5,434115
1209,5429,198,1,79116
1210,5402,154,4,333380
1211,5228,176,3,258291
1212,6166,173,5,372920
1213,6012,194,2,65850
1214,6131,122,2,85010
1215,6352,134,5,404435
1216,6377,155,5,207460
1217,6158,199,2,39928
1218,5134,107,5,128635
1219,5263,155,1,41492
1220,5261,109,3,164523
1221,6912,104,5,322415
1222,6753,199,2,39928
1223,6805,192,5,439350
1224,6493,139,3,185943
1225,5393,200,1,33853
1226,6987,189,5,427590
1227,6259,141,3,138879
1228,6395,163,5,80475
1229,6809,102,4,308044
1230,5005,144,4,205688
1231,6313,198,1,79116
1232,6749,176,3,258291
1233,5886,126,4,231524
1234,5562,130,1,50131
1235,6393,115,5,349685
1236,5956,106,4,201764
1237,5741,198,5,395580
1238,6555,188,1,90873
1239,6811,166,2,148096
1240,5097,153,3,247143
1241,6881,142,4,338984
1242,6091,129,4,33420
1243,5648,163,1,16095
1244,5803,145,2,64182
1245,5686,179,1,13739
1246,6803,138,5,306180
1247,6655,121,1,89389
1248,6511,183,2,110758
1249,6413,121,4,357556
1250,6962,127,1,59153
1251,6879,126,2,115762
1252,5404,188,2,181746
1253,5675,126,3,173643
1254,5129,166,1,74048
1255,5058,114,4,56616
1256,5885,160,1,48953
1257,6214,104,3,193449
1258,6722,103,3,61428
1259,5507,112,1,65923
1260,5970,186,2,58954
1261,6964,129,3,25065
1262,6705,106,1,50441
1263,6683,140,3,65118
1264,6065,102,2,154022
1265,6933,183,1,55379
1266,6589,155,5,207460
1267,6269,122,4,170020
1268,6565,122,1,42505
1269,6281,189,4,342072
1270,6186,189,1,85518
1271,5176,148,1,87275
1272,6878,117,1,86823
1273,5773,145,3,96273
1274,6823,142,1,84746
1275,6603,135,2,181078
1276,5127,158,4,395892
1277,5113,106,3,151323
1278,6251,167,4,210868
1279,5135,161,1,36720
1280,6388,142,1,84746
1281,6146,152,1,47179
1282,5604,147,4,370620
1283,5823,177,1,19320
1284,6265,181,4,198516
1285,5478,200,5,169265
1286,6613,187,5,159735
1287,5022,191,4,68044
1288,5787,115,4,279748
1289,6629,195,4,111584
1290,6803,118,5,312685
1291,6269,200,1,33853
1292,5696,123,1,71912
1293,5930,128,5,23970
1294,5673,152,5,235895
1295,5395,175,1,84283
1296,5211,162,1,64156
1297,6219,129,1,8355
1298,6215,184,2,130278
1299,6853,181,5,248145
1300,5259,101,5,480820
1301,5525,163,3,48285
1302,5863,154,4,333380
1303,6485,150,5,402410
1304,5911,101,2,192328
1305,5498,151,2,77024
1306,6633,119,1,82691
1307,5124,118,2,125074
1308,5639,118,5,312685
1309,5893,137,5,307215
1310,6966,113,3,200508
1311,5638,186,5,147385
1312,6813,134,5,404435
1313,6589,140,2,43412
1314,5302,169,4,197244
1315,5633,172,5,313985
1316,5703,104,3,193449
1317,5756,131,1,33007
1318,6061,170,5,388095
1319,6347,172,2,125594
1320,5118,106,2,100882
1321,6039,168,5,356645
1322,6759,139,1,61981
1323,5865,186,3,88431
1324,5401,113,2,133672
1325,6312,182,2,111870
1326,6609,196,1,28152
1327,5700,118,2,125074
1328,6368,116,4,382768
1329,6423,171,4,60804
1330,6229,106,3,151323
1331,6745,102,5,385055
1332,6160,193,3,11397
1333,6262,161,3,110160
1334,5858,148,3,261825
1335,5333,108,1,75946
1336,5931,131,1,33007
1337,6016,134,2,161774
1338,6885,103,1,20476
1339,6309,136,2,154870
1340,6420,143,2,121756
1341,5956,131,5,165035
1342,5437,131,2,66014
1343,5985,198,3,237348
1344,6654,104,4,257932
1345,5421,190,4,212736
1346,5378,150,1,80482
1347,5744,193,1,3799
1348,5152,126,3,173643
1349,5062,101,5,480820
1350,5236,163,2,32190
1351,5596,160,4,195812
1352,5399,182,5,279675
1353,6870,149,3,6183
1354,5090,171,1,15201
1355,5408,192,2,175740
1356,5582,169,2,98622
1357,5449,112,3,197769
1358,6473,111,2,103208
1359,5696,175,5,421415
1360,5504,134,2,161774
1361,5402,136,1,77435
1362,5361,147,3,277965
1363,6866,153,1,82381
1364,5043,147,2,185310
1365,5777,130,1,50131
1366,5694,160,2,97906
1367,5625,144,4,205688
1368,5492,181,3,148887
1369,6658,156,3,230895
1370,6354,109,2,109682
1371,6928,104,5,322415
1372,6637,113,5,334180
1373,6806,113,4,267344
1374,6799,176,1,86097
1375,5243,123,2,143824
1376,6808,198,2,158232
1377,6628,191,2,34022
1378,5393,162,5,320780
1379,5775,152,3,141537
1380,5652,123,5,359560
1381,5880,178,2,81786
1382,6887,200,1,33853
1383,6563,181,5,248145
1384,6203,107,2,51454
1385,6750,163,5,80475
1386,5603,120,2,172350
1387,5672,121,2,178778
1388,5110,117,3,260469
1389,6788,175,2,168566
1390,6744,128,5,23970
1391,6984,121,5,446945
1392,6815,177,4,77280
1393,5429,139,1,61981
1394,6607,127,4,236612
1395,6620,142,5,423730
1396,5133,200,2,67706
1397,6042,140,4,86824
1398,6539,165,5,448235
1399,5767,175,4,337132
1400,6063,158,4,395892
1401,5367,192,3,263610
1402,6460,173,3,223752
1403,6077,191,4,68044
1404,6466,136,4,309740
1405,5971,123,3,215736
1406,6191,164,4,77796
1407,6307,122,5,212525
1408,6331,148,1,87275
1409,5425,195,2,55792
1410,6833,161,2,73440
1411,5926,167,2,105434
1412,5811,134,2,161774
1413,5627,149,4,8244
1414,6821,154,4,333380
1415,6171,123,2,143824
1416,6916,138,3,183708
1417,5522,113,5,334180
1418,5174,159,2,54636
1419,6540,119,1,82691
1420,5605,151,4,154048
1421,6063,166,3,222144
1422,5472,199,5,99820
1423,5085,112,4,263692
1424,6050,131,5,165035
1425,5689,162,4,256624
1426,5924,150,4,321928
1427,5886,182,4,223740
1428,5753,144,4,205688
1429,5650,124,3,29904
1430,5784,170,1,77619
1431,5368,141,4,185172
1432,5479,199,3,59892
1433,6322,121,1,89389
1434,5736,122,1,42505
1435,5604,162,5,320780
1436,6051,116,5,478460
1437,6319,137,1,61443
1438,6610,104,3,193449
1439,6898,187,2,63894
1440,5202,132,1,75177
1441,5147,162,3,192468
1442,5079,166,5,370240
1443,5411,135,3,271617
1444,5403,183,3,166137
1445,5513,183,3,166137
1446,6527,177,3,57960
1447,5391,150,5,402410
1448,5283,157,5,64065
1449,6869,158,3,296919
1450,5018,178,3,122679
1451,5578,174,3,90045
1452,6604,114,4,56616
1453,6938,104,4,257932
1454,6684,168,5,356645
1455,6552,103,1,20476
1456,5967,178,5,204465
1457,6559,160,2,97906
1458,6773,108,4,303784
1459,5467,141,2,92586
1460,6482,141,2,92586
1461,5972,179,2,27478
1462,6057,148,5,436375
1463,6610,146,5,240245
1464,6552,145,4,128364
1465,6480,157,4,51252
1466,5698,145,1,32091
1467,5642,124,2,19936
1468,5879,147,4,370620
1469,5430,165,4,358588
1470,5922,183,5,276895
1471,5062,177,3,57960
1472,5285,175,5,421415
1473,6790,176,2,172194
1474,5626,119,1,82691
1475,6024,168,3,213987
1476,5696,151,2,77024
1477,5859,150,4,321928
1478,6405,180,4,75124
1479,6563,123,5,359560
1480,5614,143,3,182634
1481,6203,144,1,51422
1482,6163,155,1,41492
1483,6889,127,2,118306
1484,5315,109,3,164523
1485,6164,116,5,478460
1486,6872,153,5,411905
1487,6176,149,4,8244
1488,5781,128,2,9588
1489,6943,150,4,321928
1490,5131,146,5,240245
1491,5792,104,2,128966
1492,5973,181,1,49629
1493,5674,129,5,41775
1494,6971,177,4,77280
1495,6309,169,3,147933
1496,5191,104,2,128966
1497,5214,179,5,68695
1498,5364,196,1,28152
1499,6693,118,5,312685
1500,6001,144,1,51422
1501,5383,152,2,94358
1502,5143,198,4,316464
1503,5582,148,2,174550
1504,5478,177,3,57960
1505,6351,130,5,250655
1506,5144,124,4,39872
1507,5118,106,3,151323
1508,6062,168,1,71329
1509,5352,197,3,94617
1510,6761,105,4,293360
1511,5801,145,2,64182
1512,5227,200,2,67706
1513,6099,151,4,154048
1514,5980,116,1,95692
1515,5797,171,2,30402
1516,5267,185,2,75332
1517,5635,118,4,250148
1518,6676,138,4,244944
1519,5326,165,5,448235
1520,6178,140,3,65118
1521,6204,194,2,65850
1522,6030,124,4,39872
1523,5565,120,2,172350
1524,5016,177,2,38640
1525,5913,105,1,73340
1526,6689,161,4,146880
1527,6239,131,2,66014
1528,6077,167,3,158151
1529,6865,178,5,204465
1530,6801,133,4,93120
1531,5943,142,4,338984
1532,6180,187,1,31947
1533,6510,190,1,53184
1534,5590,165,4,358588
1535,5711,146,3,144147
1536,5801,101,5,480820
1537,6687,142,2,169492
1538,5851,194,2,65850
1539,5368,125,5,154085
1540,6502,197,4,126156
1541,5938,135,4,362156
1542,6866,114,2,28308
1543,6431,115,5,349685
1544,5196,161,4,146880
1545,6431,183,1,55379
1546,5491,187,2,63894
1547,5561,168,5,356645
1548,5598,149,1,2061
1549,6430,186,2,58954
1550,6862,193,4,15196
1551,5843,169,5,246555
1552,5249,184,3,195417
1553,5157,150,1,80482
1554,6034,104,3,193449
1555,5840,106,4,201764
1556,5338,133,3,69840
1557,5425,118,5,312685
1558,5092,149,4,8244
1559,5055,186,1,29477
1560,6309,174,4,120060
1561,5781,178,3,122679
1562,6528,129,4,33420
1563,6753,181,2,99258
1564,5813,109,1,54841
1565,5022,181,3,148887
1566,5235,105,2,146680
1567,5670,157,4,51252
1568,5993,143,4,243512
1569,5140,127,1,59153
1570,6124,155,2,82984
1571,6462,105,4,293360
1572,5288,147,4,370620
1573,6681,155,3,124476
1574,6724,105,2,146680
1575,5350,159,1,27318
1576,6244,193,1,3799
1577,5363,101,3,288492
1578,5255,156,5,384825
1579,6519,148,4,349100
1580,5345,121,1,89389
1581,6376,154,1,83345
1582,6388,152,3,141537
1583,5315,150,4,321928
1584,5734,114,2,28308
1585,5444,198,1,79116
1586,6829,159,5,136590
1587,5443,154,4,333380
1588,6427,140,1,21706
1589,6714,189,5,427590
1590,6313,141,1,46293
1591,5800,112,3,197769
1592,5910,186,1,29477
1593,6226,149,1,2061
1594,5100,153,4,329524
1595,6572,153,2,164762
1596,6903,194,2,65850
1597,5768,155,2,82984
1598,5410,157,1,12813
1599,5033,143,4,243512
1600,5058,184,1,65139
1601,5691,164,2,38898
1602,6393,124,1,9968
1603,5452,147,1,92655
1604,6633,152,2,94358
1605,6483,147,2,185310
1606,5091,169,4,197244
1607,6050,177,1,19320
1608,6671,110,3,295827
1609,5661,177,5,96600
1610,6284,199,2,39928
1611,6280,104,2,128966
1612,6914,164,5,97245
1613,5810,135,4,362156
1614,5248,157,2,25626
1615,5438,148,1,87275
1616,5731,149,3,6183
1617,5356,147,1,92655
1618,5824,129,3,25065
1619,5025,107,4,102908
1620,5436,137,4,245772
1621,5451,179,1,13739
1622,6348,195,3,83688
1623,6332,150,5,402410
1624,5756,194,1,32925
1625,5138,163,2,32190
1626,5842,188,3,272619
1627,6572,186,5,147385
1628,6024,118,1,62537
1629,6460,109,5,274205
1630,6621,140,5,108530
1631,5352,141,3,138879
1632,6965,123,1,71912
1633,6229,140,3,65118
1634,6293,163,4,64380
1635,6389,178,2,81786
1636,5681,112,2,131846
1637,6302,134,3,242661
1638,6744,110,4,394436
1639,5139,180,3,56343
1640,5037,161,5,183600
1641,6868,194,5,164625
1642,5920,191,4,68044
1643,6047,139,2,123962
1644,6032,142,5,423730
1645,6444,200,1,33853
1646,5477,137,1,61443
1647,6263,182,1,55935
1648,5633,151,2,77024
1649,6512,114,4,56616
1650,6551,117,2,173646
1651,6270,200,1,33853
1652,5123,141,2,92586
1653,5768,184,4,260556
1654,5608,164,2,38898
1655,5311,195,4,111584
1656,5419,189,1,85518
1657,5488,132,5,375885
1658,6938,188,4,363492
1659,6514,180,3,56343
1660,5275,167,3,158151
1661,5651,137,1,61443
1662,6067,197,4,126156
1663,6328,113,3,200508
1664,6538,164,1,19449
1665,5470,189,3,256554
1666,5702,112,2,131846
1667,5422,136,5,387175
1668,5111,132,2,150354
1669,6642,139,2,123962
1670,6246,197,4,126156
1671,6068,154,3,250035
1672,5376,119,4,330764
1673,6290,161,1,36720
1674,5133,149,4,8244
1675,5144,101,2,192328
1676,5107,139,2,123962
1677,6922,131,2,66014
1678,5258,200,1,33853
1679,5356,126,5,289405
1680,6125,141,2,92586
1681,5484,171,5,76005
1682,5161,178,4,163572
1683,6485,157,4,51252
1684,5638,160,2,97906
1685,6478,188,2,181746
1686,5502,144,4,205688
1687,5362,182,5,279675
1688,5510,107,3,77181
1689,5585,182,5,279675
1690,5919,192,2,175740
1691,5557,113,4,267344
1692,5164,184,3,195417
1693,5816,118,4,250148
1694,5344,135,4,362156
1695,5904,169,4,197244
1696,6035,197,5,157695
1697,6506,133,4,93120
1698,6558,194,2,65850
1699,6679,191,4,68044
1700,5041,130,4,200524
1701,5876,193,1,3799
1702,6555,143,3,182634
1703,6219,180,5,93905
1704,5313,181,5,248145
1705,6489,171,2,30402
1706,5527,121,4,357556
1707,5950,101,3,288492
1708,5929,104,3,193449
1709,5769,101,5,480820
1710,6242,174,4,120060
1711,5148,137,3,184329
1712,5280,173,4,298336
1713,5401,119,2,165382
1714,6877,174,2,60030
1715,5009,165,1,89647
1716,6765,115,5,349685
1717,6496,147,3,277965
1718,6007,141,4,185172
1719,6896,198,4,316464
1720,6926,101,4,384656
1721,6988,187,3,95841
1722,5787,143,4,243512
1723,5631,126,5,289405
1724,5146,183,4,221516
1725,6813,158,1,98973
1726,6888,145,1,32091
1727,5789,144,5,257110
1728,5333,171,2,30402
1729,6563,137,4,245772
1730,6961,174,3,90045
1731,6580,128,3,14382
1732,6044,181,4,198516
1733,6301,164,3,58347
1734,6427,128,1,4794
1735,6334,147,4,370620
1736,6898,160,4,195812
1737,6507,123,2,143824
1738,5497,156,4,307860
1739,5071,129,3,25065
1740,6293,135,1,90539
1741,6429,197,2,63078
1742,5536,129,5,41775
1743,5933,120,2,172350
1744,5521,144,2,102844
1745,6234,162,5,320780
1746,6950,160,2,97906
1747,5026,135,1,90539
1748,6579,164,1,19449
1749,6320,192,4,351480
1750,5815,119,5,413455
1751,6996,137,1,61443
1752,6062,180,2,37562
1753,6795,109,4,219364
1754,5340,139,4,247924
1755,5518,110,3,295827
1756,6026,116,5,478460
1757,6349,126,4,231524
1758,6201,193,3,11397
1759,6504,118,4,250148
1760,6542,193,1,3799
1761,5224,109,5,274205
1762,6591,103,3,61428
1763,6668,126,2,115762
1764,5551,111,2,103208
1765,6905,130,4,200524
1766,6432,109,3,164523
1767,5014,103,2,40952
1768,6672,115,4,279748
1769,5004,115,1,69937
1770,5144,129,4,33420
1771,6076,123,4,287648
1772,6341,139,3,185943
1773,6502,190,4,212736
1774,5350,117,2,173646
1775,5768,171,2,30402
1776,6442,159,2,54636
1777,5406,160,4,195812
1778,5373,160,5,244765
1779,6943,106,1,50441
1780,5923,197,5,157695
1781,6668,186,2,58954
1782,5381,182,2,111870
1783,5121,173,2,149168
1784,6658,174,2,60030
1785,5532,136,4,309740
1786,5903,166,5,370240
1787,5224,151,2,77024
1788,5164,174,3,90045
1789,5176,163,4,64380
1790,5256,141,3,138879
1791,5132,162,3,192468
1792,5061,173,5,372920
1793,5481,174,4,120060
1794,5994,115,1,69937
1795,5020,114,1,14154
1796,5545,193,1,3799
1797,6363,199,5,99820
1798,6617,162,1,64156
1799,5199,139,2,123962
1800,6070,182,1,55935
1801,5770,163,5,80475
1802,6066,134,3,242661
1803,6909,179,4,54956
1804,5970,121,3,268167
1805,6238,172,4,251188
1806,5690,170,3,232857
1807,6397,163,3,48285
1808,5646,143,2,121756
1809,6928,184,3,195417
1810,6363,101,4,384656
1811,5776,132,5,375885
1812,5118,139,3,185943
1813,6789,136,3,232305
1814,6652,134,1,80887
1815,5007,101,4,384656
1816,6783,179,4,54956
1817,6486,181,2,99258
1818,5053,198,5,395580
1819,5252,175,5,421415
1820,5573,176,2,172194
1821,5755,178,4,163572
1822,6267,101,4,384656
1823,6055,166,4,296192
1824,6353,158,2,197946
1825,5007,162,3,192468
1826,5035,165,3,268941
1827,6789,191,1,17011
1828,6986,155,3,124476
1829,6389,158,4,395892
1830,5479,120,5,430875
1831,5993,146,4,192196
1832,6514,106,5,252205
1833,6627,200,1,33853
1834,5714,101,4,384656
1835,6924,187,4,127788
1836,6349,115,1,69937
1837,6504,198,4,316464
1838,5602,108,5,379730
1839,5400,145,2,64182
1840,6782,148,5,436375
1841,6795,153,5,411905
1842,6608,177,5,96600
1843,5066,117,2,173646
1844,6020,130,1,50131
1845,5618,163,5,80475
1846,6792,189,4,342072
1847,5345,107,4,102908
1848,6956,140,1,21706
1849,5988,135,5,452695
1850,5494,153,2,164762
1851,5434,161,2,73440
1852,6543,101,1,96164
1853,5217,181,4,198516
1854,6466,127,1,59153
1855,5329,185,3,112998
1856,6849,163,4,64380
1857,6570,132,3,225531
1858,5452,103,3,61428
1859,6364,149,4,8244
1860,6949,181,1,49629
1861,6363,162,2,128312
1862,6890,194,5,164625
1863,6298,131,4,132028
1864,5186,195,3,83688
1865,6786,170,2,155238
1866,6909,121,5,446945
1867,6570,178,5,204465
1868,5133,138,3,183708
1869,5773,181,4,198516
1870,6340,180,5,93905
1871,6979,157,4,51252
1872,6656,160,2,97906
1873,5458,187,3,95841
1874,5237,162,3,192468
1875,5180,169,1,49311
1876,5183,182,3,167805
1877,6517,105,5,366700
1878,6920,147,2,185310
1879,6525,163,1,16095
1880,6174,135,3,271617
1881,5261,126,3,173643
1882,6954,196,4,112608
1883,6182,159,1,27318
1884,5637,178,1,40893
1885,6209,140,5,108530
1886,5389,129,4,33420
1887,5868,132,3,225531
1888,6580,147,3,277965
1889,6634,179,2,27478
1890,6065,179,5,68695
1891,6210,160,2,97906
1892,5219,118,4,250148
1893,5019,139,5,309905
1894,6746,115,4,279748
1895,5648,194,2,65850
1896,6672,101,3,288492
1897,6715,102,2,154022
1898,6024,155,4,165968
1899,5302,153,5,411905
1900,5581,157,2,25626
1901,6530,141,1,46293
1902,6227,181,3,148887
1903,5633,109,5,274205
1904,6411,179,1,13739
1905,5561,148,5,436375
1906,5980,143,2,121756
1907,6014,200,3,101559
1908,6443,122,4,170020
1909,5121,172,3,188391
1910,5313,139,2,123962
1911,6737,162,2,128312
1912,6435,191,1,17011
1913,6891,195,2,55792
1914,6755,161,4,146880
1915,6490,137,4,245772
1916,5613,130,2,100262
1917,5045,174,5,150075
1918,5804,161,3,110160
1919,5866,155,4,165968
1920,5714,162,4,256624
1921,5801,188,1,90873
1922,6082,147,3,277965
1923,5579,179,2,27478
1924,6436,105,5,366700
1925,5807,121,1,89389
1926,5269,169,3,147933
1927,6541,129,5,41775
1928,6774,114,1,14154
1929,6741,110,3,295827
1930,5938,123,2,143824
1931,6183,152,2,94358
1932,5905,144,4,205688
1933,5597,125,2,61634
1934,5430,164,2,38898
1935,6648,200,2,67706
1936,6506,140,1,21706
1937,5742,130,5,250655
1938,5209,187,2,63894
1939,5772,178,4,163572
1940,6392,136,2,154870
1941,6897,159,1,27318
1942,5197,151,3,115536
1943,6996,188,4,363492
1944,5368,137,1,61443
1945,5241,196,5,140760
1946,6332,158,3,296919
1947,6216,150,4,321928
1948,6987,158,2,197946
1949,6285,172,4,251188
1950,5502,109,1,54841
1951,5244,155,2,82984
1952,5813,180,4,75124
1953,5620,159,5,136590
1954,6955,101,2,192328
1955,6337,132,4,300708
1956,6589,111,1,51604
1957,6593,129,4,33420
1958,6772,116,4,382768
1959,5564,180,4,75124
1960,5753,185,1,37666
1961,5246,141,1,46293
1962,5170,183,1,55379
1963,6002,174,5,150075
1964,5461,116,1,95692
1965,6202,174,5,150075
1966,6173,200,4,135412
1967,5561,157,1,12813
1968,6627,113,5,334180
1969,5371,169,4,197244
1970,5992,160,4,195812
1971,5612,191,5,85055
1972,5257,175,1,84283
1973,5667,200,1,33853
1974,6462,154,5,416725
1975,5379,187,4,127788
1976,6665,152,1,47179
1977,5807,134,5,404435
1978,6675,182,5,279675
1979,6605,138,5,306180
1980,6001,172,1,62797
1981,6063,151,5,192560
1982,6104,104,1,64483
1983,6544,106,2,100882
1984,6978,108,1,75946
1985,5371,134,5,404435
1986,6424,142,2,169492
1987,5011,188,5,454365
1988,5916,153,3,247143
1989,5252,183,1,55379
1990,5264,170,5,388095
1991,5423,192,2,175740
1992,5180,143,5,304390
1993,5526,193,1,3799
1994,5174,111,1,51604
1995,6037,199,3,59892
1996,5745,189,5,427590
1997,5352,144,4,205688
1998,6936,200,1,33853
1999,5509,128,3,14382
2000,5095,123,5,359560
2001,6853,186,3,88431
2002,6350,189,5,427590
2003,5912,137,2,122886
2004,6182,114,4,56616
2005,6424,135,3,271617
2006,6071,196,3,84456
2007,6242,177,5,96600
2008,6046,110,2,197218
2009,6409,165,1,89647
2010,6358,112,1,65923
2011,5486,112,1,65923
2012,5386,141,2,92586
2013,5614,145,2,64182
2014,6961,114,2,28308
2015,6234,198,5,395580
2016,5443,109,5,274205
2017,5736,177,3,57960
2018,5264,150,5,402410
2019,5865,104,1,64483
2020,6127,109,3,164523
2021,5534,190,4,212736
2022,6331,105,2,146680
2023,5820,144,4,205688
2024,5171,178,3,122679
2025,6386,200,4,135412
2026,6926,106,2,100882
2027,6098,119,2,165382
2028,5145,131,3,99021
2029,6297,144,2,102844
2030,6464,191,3,51033
2031,6155,156,5,384825
2032,6239,155,2,82984
2033,5860,125,2,61634
2034,5648,168,4,285316
2035,5777,103,1,20476
2036,6975,150,5,402410
2037,5507,167,1,52717
2038,5554,121,1,89389
2039,6089,119,1,82691
2040,6401,193,5,18995
2041,5834,151,1,38512
2042,5675,164,1,19449
2043,5744,181,3,148887
2044,6594,174,3,90045
2045,5300,195,2,55792
2046,5561,116,1,95692
2047,5201,171,4,60804
2048,6985,115,2,139874
2049,5776,159,1,27318
2050,6604,180,1,18781
2051,5360,171,5,76005
2052,6492,136,3,232305
2053,6206,158,4,395892
2054,5196,175,5,421415
2055,5715,171,5,76005
2056,6773,142,3,254238
2057,6130,131,3,99021
2058,6245,115,1,69937
2059,6837,116,1,95692
2060,5350,117,3,260469
2061,6939,110,4,394436
2062,5371,198,3,237348
2063,6651,192,5,439350
2064,6130,187,5,159735
2065,6807,105,4,293360
2066,5977,191,5,85055
2067,5262,187,3,95841
2068,5020,171,5,76005
2069,6461,121,2,178778
2070,6347,183,2,110758
2071,5293,190,4,212736
2072,6163,196,3,84456
2073,5109,125,3,92451
2074,6449,112,2,131846
2075,6389,116,5,478460
2076,5857,180,4,75124
2077,5375,111,4,206416
2078,5725,169,4,197244
2079,6029,113,3,200508
2080,5565,108,4,303784
2081,6067,172,2,125594
2082,5626,197,1,31539
2083,6941,172,3,188391
2084,5833,151,3,115536
2085,6732,132,1,75177
2086,6300,166,1,74048
2087,5158,137,2,122886
2088,6936,152,1,47179
2089,5339,145,5,160455
2090,5118,182,1,55935
2091,6523,180,3,56343
2092,6135,155,4,165968
2093,6656,113,1,66836
2094,6971,114,4,56616
2095,6387,176,5,430485
2096,6910,153,2,164762
2097,5983,192,4,351480
2098,6055,194,5,164625
2099,6430,106,1,50441
2100,5831,114,1,14154
2101,6263,144,2,102844
2102,6866,154,1,83345
2103,6463,172,4,251188
2104,6439,180,5,93905
2105,6536,113,3,200508
2106,5501,170,5,388095
2107,6401,166,5,370240
2108,5087,193,5,18995
2109,5919,193,2,7598
2110,6382,105,5,366700
2111,6851,103,2,40952
2112,5359,178,1,40893
2113,5752,150,2,160964
2114,6053,116,3,287076
2115,6951,152,1,47179
2116,5866,118,4,250148
2117,5777,149,2,4122
2118,5765,135,1,90539
2119,5693,182,2,111870
2120,6704,117,5,434115
2121,6743,102,1,77011
2122,5595,200,3,101559
2123,5990,161,3,110160
2124,5543,183,2,110758
2125,5005,131,5,165035
2126,5807,125,2,61634
2127,6891,128,3,14382
2128,6903,129,5,41775
2129,6692,185,1,37666
2130,6916,197,4,126156
2131,6828,126,5,289405
2132,6738,129,4,33420
2133,5118,163,3,48285
2134,5013,102,5,385055
2135,5943,135,3,271617
2136,5612,137,3,184329
2137,5220,184,1,65139
2138,5717,133,2,46560
2139,5824,187,3,95841
2140,5019,187,1,31947
2141,5883,109,4,219364
2142,5405,128,1,4794
2143,6084,148,5,436375
2144,6841,127,2,118306
2145,5842,188,1,90873
2146,6871,101,4,384656
2147,5015,120,2,172350
2148,6576,191,3,51033
2149,5464,104,4,257932
2150,5810,153,3,247143
2151,5613,124,3,29904
2152,5878,138,2,122472
2153,6099,136,3,232305
2154,5223,158,4,395892
2155,6345,183,4,221516
2156,5332,141,2,92586
2157,5725,114,4,56616
2158,5012,186,3,88431
2159,6810,107,2,51454
2160,5227,181,2,99258
2161,5584,180,1,18781
2162,5274,129,4,33420
2163,5863,200,3,101559
2164,6846,193,1,3799
2165,5329,101,2,192328
2166,6943,169,4,197244
2167,6966,187,3,95841
2168,5244,197,4,126156
2169,6002,130,5,250655
2170,6015,171,2,30402
2171,5666,109,4,219364
2172,6028,128,4,19176
2173,5270,148,1,87275
2174,6962,123,1,71912
2175,6624,101,1,96164
2176,5259,127,2,118306
2177,5705,182,5,279675
2178,5028,109,2,109682
2179,5107,118,3,187611
2180,5880,101,5,480820
2181,6511,161,1,36720
2182,5890,177,4,77280
2183,5593,144,3,154266
2184,5996,155,1,41492
2185,6559,164,4,77796
2186,5508,116,5,478460
2187,5313,129,5,41775
2188,5383,176,2,172194
2189,5576,144,1,51422
2190,6770,148,3,261825
2191,6436,154,2,166690
2192,6365,112,4,263692
2193,5407,155,4,165968
2194,6447,137,1,61443
2195,6436,195,5,139480
2196,6252,149,2,4122
2197,5387,127,5,295765
2198,6289,184,2,130278
2199,5470,125,1,30817
2200,5271,130,4,200524
2201,5079,182,3,167805
2202,5394,149,2,4122
2203,5874,127,1,59153
2204,6263,150,2,160964
2205,5187,103,1,20476
2206,5779,169,4,197244
2207,6076,170,3,232857
2208,6434,115,2,139874
2209,5455,116,3,287076
2210,5873,192,4,351480
2211,5126,168,5,356645
2212,5875,192,1,87870
2213,5624,135,1,90539
2214,5552,102,3,231033
2215,5575,125,3,92451
2216,6458,133,4,93120
2217,5506,147,3,277965
2218,6834,123,1,71912
2219,5373,113,1,66836
2220,5002,116,1,95692
2221,6353,189,3,256554
2222,5435,161,3,110160
2223,5967,161,3,110160
2224,6861,187,5,159735
2225,5207,189,4,342072
